"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-416.231370868652","-148.711669601217","-268.047831497961","-235.35534691183","-12.6515545165798","-1260.15255535819","-878.161710890436","-30.2913814049672","-3.72788477939687","-16.6932713575132","-3.31865787280469"
"1st Qu.","-219.469818954153","-122.187932746495","-224.181065314573","-115.753211084282","-8.95951279959196","-1180.03065407117","-704.342570845368","-22.3338153946173","-2.75421766028486","-13.4701232263616","-2.74345510015486"
"Median","-197.165734629927","-113.857735693509","-212.453779353518","-105.922305589054","-8.479893433082","-1104.30419078038","-642.065015323933","-20.0011404380431","-2.61621011525466","-11.9670402785961","-2.56792611212747"
"Mean","-196.107518172086","-115.682325272072","-212.861191390734","-101.128815792119","-8.46145334744863","-1121.26902750758","-652.384740868246","-20.6005938734127","-2.6573767026498","-12.1076622995634","-2.59993809013894"
"3rd Qu.","-146.028609757401","-107.574986028311","-197.336650079652","-76.8598262241401","-7.01482057302024","-1062.81668930097","-594.216627290039","-18.388897296905","-2.46694066745254","-10.4125396261199","-2.4547796322371"
"Max.","-131.846409120438","-89.2810321213431","-185.178099233479","-71.6766165300229","-5.71680887044151","-1006.39100841391","-530.697121002912","-16.9903544213978","-2.26385331078802","-8.88375606009269","-2.15464246614128"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
