"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-Inf","-13.470919443165","-15.870736881853","-Inf","-95.8530341363746","-283.264385291787","-281.647990180251","-5.16015882382591","-5.14012444190097","-63.316583713579","-14.3015929329886"
"1st Qu.","-Inf","-12.0325222218474","-13.1868142886369","-Inf","-76.4260070609309","-206.591709944481","-175.041523624525","-4.38397670110341","-4.25925926245998","-41.2637542834347","-9.4894946697468"
"Median","-Inf","-11.7606962362153","-11.5768590449371","-Inf","-65.4673389755535","-191.887826135813","-152.86123937769","-3.82511844792611","-3.67345436141937","-37.2064178223649","-8.71833850176796"
"Mean","-Inf","-11.2967514844784","-12.0781299684614","-Inf","-69.4530651153746","-193.976607349379","-167.047295319251","-4.00186862402225","-3.86228330540462","-38.2266592868288","-9.16203059173367"
"3rd Qu.","-Inf","-10.2176690632841","-10.8167337847386","-Inf","-61.3982458471486","-175.91186659252","-142.813775835059","-3.53410052622488","-3.4142985695291","-34.3204779895165","-7.90346339429722"
"Max.","-Inf","-9.28454794009833","-9.64372481590514","-Inf","-54.9917221009119","-134.404176385169","-132.136062754389","-3.33065144544435","-3.07238614309948","-27.3133267722295","-6.54970605945493"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
