"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-2518.51367567881","-0.436824876534877","-10.3768109581674","-29.8101157771645","-0.183415510674375","-53.484587489116","-190.675450140129","-107.57192966664","0.226903575309289","-1633.92944993295","-2.28925833478652"
"1st Qu.","-1861.06915385678","-0.363886555855966","-8.07155397762265","-27.1728110213225","0.00718476427250384","-41.6843834794636","-166.876161658873","-55.9383240531946","0.342339144623564","-1287.81235262638","-1.97888645301372"
"Median","-1580.94526835148","-0.31539911151451","-7.56717900879034","-25.8234849918193","0.142158600972198","-38.1292700486599","-160.585748028901","-49.0994872070573","0.366221612046719","-1139.69544366928","-1.88140371188484"
"Mean","-1677.16052410283","-0.308249396372111","-7.69737357493272","-25.8198935973652","0.141112324437461","-38.8040426783087","-159.392275930553","-50.9381847759336","0.366561267663845","-1199.733360263","-1.88789092037806"
"3rd Qu.","-1453.32373645324","-0.246318793776422","-6.96705674950004","-24.2078059753815","0.242076830962723","-34.9257311713094","-150.83115370848","-45.0845977423318","0.402483278726105","-1055.06335765913","-1.79787713986056"
"Max.","-1204.48661393812","-0.189750708560679","-6.4613739377761","-22.9094542185145","0.503898980930425","-30.2148559497647","-133.053404675939","-26.2715598042249","0.476981503075734","-964.972269331885","-1.6513559348737"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
