"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-3.0196140767928","-1.5285292618436","-0.992856263902618","-0.817546295418567","-0.572971194156355","-6.38616793369565","-25.0358092544222","-22.3864232584865","-1.8777251113081","-5.04600877315204","-4.83202023472907"
"1st Qu.","-2.43852272502171","-1.42970068975203","-0.88544139251121","-0.662950082059038","-0.412101899642222","-5.46061476969309","-20.9145303038365","-15.7856168084084","-1.64871867472873","-4.72553320250426","-4.39998391517879"
"Median","-2.12479210210069","-1.34256397104869","-0.807221191171077","-0.589236961983816","-0.363711424127633","-5.30344723149631","-19.0568989753075","-14.6687618602692","-1.57822877222274","-4.14593747133102","-4.27480775031293"
"Mean","-2.21055798320518","-1.33562244293286","-0.795049988336916","-0.596860055711285","-0.357616112179574","-5.36032609810364","-19.5084103142057","-14.7959469031108","-1.58564431390637","-4.20851569500742","-4.2734128202786"
"3rd Qu.","-1.93660272160477","-1.27144339091317","-0.732897306473712","-0.549094039420254","-0.328290634478447","-5.06263542467956","-18.0156691515718","-13.6113597227924","-1.48875330676654","-3.87131105414273","-4.11764708045659"
"Max.","-1.45387234867982","-1.03059413502848","-0.485159259658754","-0.36503033881434","-0.134777849939206","-4.85689436639282","-16.0282050695916","-11.5064204691994","-1.44911270826363","-2.18007491629339","-3.94379325336346"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
