"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-Inf","-101.980465856575","-1.57077832272594","-Inf","-170.279814291985","-155.567056778452","-758.671543851487","-45.4741417560596","-12.3116285670437","-258.429058818326","-76.1874538829723"
"1st Qu.","-Inf","-82.5132032549392","-1.34319022375374","-Inf","-145.303244722284","-132.429249437654","-440.813471443486","-38.087026334048","-11.3330668654636","-187.35063766944","-71.6808243356236"
"Median","-Inf","-75.3845856587713","-1.28416663101623","-Inf","-134.295386305708","-122.040405109611","-371.412287388148","-35.2008203966818","-10.6463317056597","-155.736264882558","-65.1333375981962"
"Mean","-Inf","-74.3473762585668","-1.23282159414422","-Inf","-134.72462825231","-122.79022686422","-400.335500464361","-34.7731254629396","-10.6785985319359","-165.999968126809","-66.5077182782291"
"3rd Qu.","-Inf","-66.3315623985394","-1.11701538561177","-Inf","-122.310931539677","-111.373276120816","-304.095045650811","-31.4279055367382","-9.94535134463209","-131.963494867866","-61.4975844313884"
"Max.","-Inf","-45.8813995443416","-0.916370065876179","-Inf","-100.06334432517","-94.1705652369384","-223.885713490029","-23.3082439940261","-8.8106562720883","-83.5518659530015","-56.24783093664"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
