"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-1216961.72795681","-192.034499661885","-2469.99400059564","-59110.4315158939","-107.579709808794","-163177.480616868","-208075.603874709","-87.7107640259549","-6.20298819963596","-1411.11322292138","-8.40855664424964"
"1st Qu.","-998508.324940682","-174.610454320071","-2084.31828919429","-48423.0966619405","-91.10338897068","-142490.605590393","-163358.555187317","-73.0480199123667","-5.23016342414998","-1193.50537165873","-7.32662801436044"
"Median","-950578.270302292","-159.480799645904","-1947.85484294147","-45647.0563970426","-84.033249488286","-130468.369412378","-159912.5343476","-65.7728686418279","-4.5562507132427","-1085.41770503898","-7.03836050621938"
"Mean","-974216.066346677","-164.586271862498","-1978.13918012783","-46121.9132602064","-84.7349515220003","-131729.275427566","-161214.53561182","-65.6324396385237","-4.76142589305783","-1114.71364289153","-7.0573212190917"
"3rd Qu.","-910064.01603733","-156.904054308839","-1843.84464909684","-44077.5807330311","-77.3821500269123","-119822.445184049","-151569.064043163","-56.0959769097242","-4.2830138953862","-1029.94671862242","-6.73543731786012"
"Max.","-811010.840358942","-137.772827744331","-1579.61160084015","-38843.3114458737","-74.0190460488112","-110008.704687716","-138058.990794703","-41.0974825603009","-3.83395147354852","-927.156784452455","-5.81202750550241"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
