UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
134388,DCF03,2/10/2015 15:58,,,9.48,0.06,1.02,0.26,,6.01,0.59,0.94,4.07,6.20,,79.40,,10.01,,
134390,SBM0.2,2/10/2015 16:26,1.37,0.11,4.42,0.01,1.59,0.02,1.29,3.26,0.09,0.52,0.88,5.01,,2.50,0.11,4.87,,
134460,BDC0.30,2/11/2015 13:15,,,,,,,,,,,,,,,,,,
134462,LMP72,2/17/2015 10:03,3.79,0.51,25.87,0.27,2.00,0.15,3.95,17.62,1.09,1.61,7.95,6.42,3.87,71.62,0.18,12.58,3816.15,
134463,WHB01,2/17/2015 11:02,4.10,1.12,48.36,0.96,3.98,0.07,1.71,31.67,1.40,7.77,18.20,7.61,,52.07,0.11,31.30,2022.37,
134464,SBM0.2,2/17/2015 12:01,1.49,0.10,4.75,0.01,1.58,0.03,2.21,3.53,0.14,0.58,1.19,5.09,,14.60,0.08,7.37,,
134465,DCF03,2/17/2015 11:38,4.54,0.31,10.61,0.08,1.12,0.26,5.62,6.98,0.75,1.31,4.03,6.28,,100.38,0.13,11.80,,
134472,BEF,2/18/2015 13:15,,,0.59,0.11,0.72,0.04,,1.65,0.34,0.24,1.88,6.07,,,,,,
134474,LMP72,2/24/2015 11:09,3.69,0.45,27.76,0.25,2.06,0.14,3.91,17.82,1.25,1.71,8.82,6.44,1.41,73.15,0.12,5.76,3503.50,
134475,WHB01,2/24/2015 12:14,2.08,1.07,51.30,1.01,4.04,0.07,3.55,31.72,1.41,8.59,11.69,7.56,,29.92,0.03,2.00,1603.99,
134476,SBM0.2,2/24/2015 13:21,,,,,,0.03,,,,,,5.11,,,,,,
134477,DCF03,2/24/2015 12:52,4.96,0.34,9.21,0.05,1.06,0.26,5.19,6.33,0.77,1.02,3.26,6.34,,124.54,0.16,15.32,,
134480,TPB,2/23/2015 12:00,,,,,,,,,,,,6.66,,,,,,
134571,LMP72,3/3/2015 13:24,4.11,0.46,32.75,0.26,2.38,0.14,3.45,20.74,1.40,2.19,9.50,6.40,0.79,73.45,0.13,5.04,3697.99,
134572,WHB01,3/3/2015 14:16,2.25,1.09,50.92,1.03,4.00,0.07,3.21,31.35,1.41,8.76,12.45,7.51,,29.70,0.03,2.00,1312.17,
134573,SBM0.2,3/3/2015 15:05,,,,,,0.03,,,,,,5.00,,,,,,
134574,DCF03,3/3/2015 14:48,,,,,,0.24,,,,,,6.28,,,,,,
134580,LMP72,3/10/2015 10:20,3.64,0.45,30.10,0.26,2.02,0.14,3.88,18.25,1.15,1.91,9.10,6.56,,67.03,0.13,15.77,3239.29,
134581,WHB01,3/10/2015 10:35,2.55,1.02,51.82,0.88,3.69,0.09,3.42,31.67,1.33,9.39,24.42,7.44,,33.78,0.11,4.25,1370.55,
134596,DCF03,3/10/2015 14:02,5.73,0.40,10.49,0.05,1.00,,,7.05,0.67,1.01,4.26,6.44,,129.73,0.22,5.28,,
134598,SBM0.2,3/10/2015 14:26,1.27,0.08,6.77,0.01,1.66,0.13,9.85,3.47,0.38,0.59,1.64,5.08,,2.50,0.06,2.00,,
135045,LMP72,3/17/2015 9:55,4.33,0.46,36.45,0.23,2.02,0.16,3.78,21.53,1.26,1.81,9.29,6.53,1.64,66.88,0.17,,721.18,
135046,WHB01,3/17/2015 10:43,3.75,0.91,42.19,0.79,3.10,0.14,3.62,26.19,1.26,6.97,18.11,7.56,,23.88,0.09,9.71,361.30,
135047,SBM0.2,3/17/2015 11:37,,,,,,0.03,,,,,,5.02,,,,,,
135048,DCF03,3/17/2015 11:17,,,,,,0.23,,,,,,6.34,,,,11.86,,
135056,LMP72,3/24/2015 9:59,4.42,0.39,36.75,0.24,2.07,,,23.02,1.58,1.87,9.69,6.57,2.29,37.58,0.12,7.69,2713.64,
135057,WHB01,3/24/2015 10:49,2.82,1.20,52.47,1.08,3.54,,,32.42,1.47,8.28,15.19,7.55,,36.04,0.08,8.58,1805.97,
135058,SBM0.2,3/24/2015 11:40,,,,,,,,,,,,5.10,,,,,,
135059,DCF03,3/24/2015 11:21,,,,,,,,,,,,6.38,,,,,,
135071,MCQ,3/25/2015 12:45,2.03,3.07,196.30,2.91,5.06,0.07,3.42,111.00,3.33,4.71,25.52,6.90,,95.40,0.07,,,
135072,GOF,3/25/2015 15:30,2.66,0.40,,,,0.10,3.59,,,,,6.98,,99.72,,,,
135279,LMP72,3/31/2015 11:36,4.68,0.34,28.56,0.18,1.73,0.19,4.05,18.08,1.11,1.40,7.01,6.55,0.83,22.35,0.14,8.10,2113.19,
135280,WHB01,3/31/2015 10:51,3.30,1.26,51.19,1.17,3.56,0.13,3.99,30.36,1.44,6.96,16.61,7.56,,29.38,0.05,4.33,1748.96,
135281,SBM0.2,3/31/2015 10:14,1.54,0.09,6.41,0.00,1.59,0.04,2.56,4.36,0.31,0.50,0.94,5.10,,2.50,0.08,12.92,,
135282,DCF03,3/31/2015 9:54,4.64,0.24,8.60,0.05,1.16,0.21,4.62,5.90,0.58,0.61,2.19,6.34,,19.82,0.17,14.85,,
135285,HBF,4/2/2015 14:00,1.62,0.22,0.66,0.16,1.01,0.04,2.68,1.37,0.12,0.26,0.93,5.93,,,,6.73,,
135291,LMP72,4/7/2015 11:24,4.08,0.27,21.60,0.14,1.56,0.17,4.22,13.86,0.92,1.14,5.62,6.56,1.35,12.05,0.12,2.00,1479.10,
135292,WHB01,4/7/2015 11:04,3.15,1.07,45.50,0.98,3.30,0.11,3.49,27.20,1.27,5.92,14.94,7.48,,27.80,0.07,6.90,1535.73,
135293,SBM0.2,4/7/2015 10:10,1.85,0.08,4.33,0.00,1.57,0.04,2.28,3.38,0.33,0.36,0.80,4.95,,5.49,0.07,7.08,,
135294,DCF03,4/7/2015 10:31,3.92,0.17,6.22,0.03,1.12,,,4.52,0.42,0.49,1.76,6.21,,8.31,0.13,10.33,,
135317,SBM0.2,4/13/2015 15:00,2.07,0.12,5.28,0.00,1.51,,,3.95,0.19,0.36,0.89,4.91,,,,9.95,,
135321,LMP72,4/14/2015 10:33,4.13,0.26,20.80,0.09,1.57,0.17,4.05,13.22,0.94,1.11,4.96,,1.62,9.31,0.16,5.50,1331.59,
135322,WHB01,4/14/2015 10:49,3.09,0.84,43.08,0.65,3.07,0.13,4.13,25.18,1.20,5.74,17.56,7.50,,10.47,0.17,11.16,1475.31,
135337,DCF03,4/14/2015 13:50,4.10,0.14,7.16,0.03,1.00,0.17,4.20,3.59,0.42,0.62,2.94,6.23,,6.90,0.10,2.00,1112.59,
135339,SBM0.2,4/14/2015 14:27,1.92,0.04,6.73,0.02,1.53,0.05,2.76,3.46,0.15,0.47,1.24,4.92,,2.50,0.01,7.19,1067.76,
135443,BDC0.30,4/15/2015 14:45,2.92,0.51,11.46,0.48,2.28,,,6.64,4.98,2.23,13.35,6.85,,7.80,0.02,65.27,,
135471,LMP72,4/21/2015 11:49,5.70,0.29,21.36,0.10,1.66,,,13.91,1.13,1.24,6.72,6.62,12.00,18.74,0.17,9.09,1789.16,
135472,WHB01,4/21/2015 10:57,7.10,0.54,26.84,0.35,2.01,,,17.78,1.07,3.64,12.59,7.24,,8.07,0.18,9.41,3798.13,
135473,SBM0.2,4/21/2015 10:02,3.04,0.12,5.05,0.00,1.38,,,3.63,0.23,0.34,0.80,4.90,,6.78,0.11,9.02,1045.77,
135474,DCF03,4/21/2015 10:25,5.50,0.20,4.80,0.02,0.93,,,3.72,0.47,0.40,1.45,6.00,,10.13,0.17,11.15,1343.53,
135609,LMP72,4/28/2015 10:21,4.63,0.25,23.45,0.10,1.68,,,15.16,0.93,1.20,6.30,6.74,2.25,12.43,0.14,5.46,1272.84,
135610,WHB01,4/28/2015 11:09,2.90,0.77,57.76,0.71,3.63,,,34.17,1.38,6.90,15.52,7.55,,8.05,0.05,2.00,1627.71,
135611,SBM0.2,4/28/2015 12:03,1.43,0.09,5.33,0.00,1.58,,,3.98,0.18,0.40,0.95,4.98,,2.50,0.08,5.46,1117.16,
135612,DCF03,4/28/2015 11:43,4.83,0.20,7.58,0.02,1.08,,,5.39,0.41,0.53,1.96,6.34,,2.50,0.18,10.17,1591.24,
135615,TPB,4/29/2015 14:30,3.36,0.11,1.89,0.00,0.98,,,1.79,0.29,0.29,1.07,5.65,,,,8.32,,
135617,LMP72,5/5/2015 10:10,4.35,0.28,29.20,0.12,1.86,,,18.84,1.20,1.46,7.91,6.90,2.09,18.70,0.14,11.52,1360.43,
135618,WHB01,5/5/2015 10:58,3.07,0.64,59.91,0.55,3.44,,,36.28,1.50,7.31,13.87,7.72,,2.50,0.08,2.00,1436.26,
135619,SBM0.2,5/5/2015 11:51,1.36,0.09,4.58,0.01,1.61,,,3.72,0.18,0.37,0.87,5.08,,6.18,0.08,6.92,2489.46,
135620,DCF03,5/5/2015 11:31,5.25,0.25,10.71,0.04,0.98,,,7.21,0.47,0.68,2.63,6.56,,2.50,0.21,11.95,1206.74,
135625,BEF,5/6/2015 12:30,1.92,0.19,0.45,0.09,0.59,,,1.14,0.27,0.13,1.42,6.57,,,,6.63,,
135631,MCQ,5/8/2015 12:30,2.74,2.66,217.06,2.64,5.09,,,118.57,3.88,4.66,23.66,7.43,,10.33,0.01,5.64,,
135632,GOF,5/8/2015 12:30,2.72,0.28,17.86,0.15,1.20,,,11.83,0.68,0.80,4.81,6.83,,38.43,0.09,5.57,,
135636,LMP72,5/12/2015 10:22,4.28,0.31,32.39,0.13,1.66,,,20.73,1.25,1.70,9.09,,1.25,12.26,0.16,2.00,1395.29,
135637,WHB01,5/12/2015 10:38,2.87,0.67,59.65,0.56,2.95,0.11,3.70,37.22,1.27,7.94,22.75,7.75,,7.68,0.11,5.65,504.52,
135652,DCF03,5/12/2015 13:27,6.45,0.33,10.35,0.06,0.76,0.32,4.91,7.29,0.49,0.74,2.85,6.65,,15.44,0.26,2.00,1362.89,
135654,SBM0.2,5/12/2015 13:54,1.32,0.04,4.33,0.00,1.57,0.03,1.98,3.58,0.12,0.38,0.88,5.19,,2.50,0.03,6.68,3862.26,
135712,BDC0.30,5/13/2015 12:58,12.48,1.49,12.31,0.48,2.58,,,7.55,6.69,3.66,15.95,,,13.79,1.00,151.60,,
135714,HBF,5/14/2015 16:15,2.40,0.15,0.86,0.04,0.97,,,1.41,0.29,0.22,0.82,5.93,,,,9.02,373.77,
135717,LMP72,5/19/2015 11:20,4.44,0.37,35.21,0.17,1.85,,,22.58,1.46,1.89,10.37,6.86,0.26,26.15,0.17,5.57,1489.78,
135718,WHB01,5/19/2015 11:03,4.17,0.79,58.16,0.62,2.99,,,35.75,1.40,8.17,17.52,7.59,,41.01,0.13,6.79,1609.55,
135719,SBM0.2,5/19/2015 10:15,1.22,0.09,5.25,0.00,1.58,,,4.16,0.18,0.42,1.04,5.09,,5.13,0.08,12.18,1273.16,
135720,DCF03,5/19/2015 10:32,5.99,0.35,22.56,0.11,0.76,,,14.62,0.56,0.92,3.64,6.66,,17.13,0.22,14.68,4855.84,
135733,BDC0.30,5/21/2015 12:30,11.42,2.12,16.81,1.79,3.66,0.52,4.54,9.87,6.81,4.41,27.99,7.35,,31.50,0.30,136.33,,
135739,MCQ,5/21/2015 16:45,2.02,2.96,207.67,2.82,5.12,0.07,3.36,113.76,3.80,4.79,23.17,,,58.38,0.09,13.32,,
135740,GOF,5/21/2015 16:40,2.99,0.39,21.20,0.20,1.34,0.10,3.42,14.17,1.00,1.01,6.03,,,74.40,0.12,7.55,,
135761,LMP72,5/26/2015 10:12,4.30,0.48,40.82,0.25,1.88,0.18,4.08,25.42,1.60,2.05,11.18,7.09,2.16,23.10,0.21,7.39,1560.66,
135762,WHB01,5/26/2015 11:03,2.77,1.00,56.38,0.87,3.27,0.10,3.56,36.21,1.53,8.34,17.60,7.65,,80.08,0.05,9.21,1780.93,
135763,SBM0.2,5/26/2015 11:53,1.30,0.09,4.55,0.00,1.52,0.04,3.12,3.76,0.12,0.45,1.17,4.81,,2.50,0.08,11.18,6941.61,
135764,DCF03,5/26/2015 11:33,6.18,0.38,7.64,0.12,0.63,0.30,4.83,5.83,0.37,0.68,2.64,6.66,,10.80,0.25,9.39,1294.35,
135824,MCQ,5/28/2015 4:45,2.17,2.82,195.60,2.72,4.97,0.08,3.84,109.87,3.73,4.67,24.06,,,70.20,0.03,18.95,,
135825,GOF,5/28/2015 4:30,2.76,0.42,23.76,0.25,1.55,0.08,3.02,16.03,1.15,1.13,6.52,,,46.29,0.13,7.64,,
135839,LMP72,6/2/2015 11:32,5.59,0.45,34.59,0.21,1.68,0.25,4.45,22.25,1.76,2.14,10.94,6.95,10.45,25.61,0.21,6.03,2114.30,
135840,WHB01,6/2/2015 11:12,10.10,0.41,27.56,0.12,1.67,,,18.98,0.78,4.10,15.67,7.28,,7.30,0.28,15.31,2046.34,
135841,SBM0.2,6/2/2015 10:17,1.86,0.11,4.26,0.00,1.40,0.05,2.75,3.44,0.17,0.33,0.81,5.11,,32.27,0.08,8.31,1948.98,
135842,DCF03,6/2/2015 10:39,8.15,0.34,9.81,0.03,0.73,0.41,5.01,6.60,0.71,0.62,2.45,6.32,,9.40,0.30,12.12,2701.50,
135967,MCQ,6/4/2015 4:45,2.73,2.38,167.39,2.09,4.44,0.11,3.96,95.65,3.33,4.15,20.76,,,61.50,0.23,20.14,,
135968,GOF,6/4/2015 4:30,3.64,0.34,18.22,0.14,1.23,0.14,3.90,12.35,0.94,1.07,5.76,,,57.97,0.13,9.53,,
136170,LMP72,6/9/2015 10:24,5.54,0.36,30.37,0.14,1.38,0.22,3.92,20.20,1.07,1.67,8.72,6.93,3.48,35.47,0.19,5.71,1547.41,
136171,WHB01,6/9/2015 10:40,2.52,0.91,54.91,0.77,2.90,0.11,4.43,36.09,1.19,8.32,24.42,7.69,,12.95,0.13,11.37,1638.05,
136186,DCF03,6/9/2015 13:54,6.93,0.38,8.08,0.10,0.59,0.35,4.99,5.97,0.33,0.66,2.61,6.65,,9.94,0.28,11.10,1382.43,
136188,SBM0.2,6/9/2015 14:20,1.12,0.09,4.73,0.00,1.51,0.02,2.18,3.75,0.12,0.42,1.04,5.11,,23.38,0.06,5.94,7459.08,
136354,LMP72,6/16/2015 9:44,5.31,0.50,37.73,0.20,1.64,0.21,3.91,24.26,1.55,1.91,10.24,6.90,3.14,,,9.88,1981.21,
136355,WHB01,6/16/2015 10:38,3.73,0.88,55.84,0.62,2.51,0.14,3.84,36.72,1.27,8.87,28.92,7.74,,16.17,0.24,11.21,1742.36,
136356,SBM0.2,6/16/2015 11:27,1.17,0.07,4.44,0.00,1.50,0.02,1.52,3.79,0.10,0.42,0.95,5.07,,2.50,0.07,2.00,11352.54,
136357,DCF03,6/16/2015 11:07,6.31,0.44,9.54,0.17,0.61,0.31,4.99,6.97,0.43,0.87,3.30,6.72,,18.06,0.25,12.33,1880.53,
136364,BEF,6/17/2015 14:00,1.56,0.11,0.66,0.03,0.64,0.07,4.40,1.61,0.34,0.19,1.98,,,6.43,0.07,6.40,,
136371,GOF,6/18/2015 4:30,3.73,,20.49,,1.19,0.12,3.18,14.28,1.16,1.05,6.09,6.90,,107.50,,18.88,,
136372,MCQ,6/18/2015 4:45,2.17,2.69,192.74,2.58,4.63,0.07,3.21,111.46,3.16,4.59,20.63,6.97,,72.36,0.04,15.87,,
136438,TPB,6/19/2015 13:00,2.41,0.14,1.76,0.02,0.81,0.15,6.08,1.85,0.29,0.34,1.47,6.17,,16.11,0.11,6.15,,
136449,LMP72,6/23/2015 11:37,5.17,0.45,36.99,0.19,1.53,0.23,4.52,24.03,1.36,1.94,10.77,7.14,2.25,43.45,0.22,9.53,2234.79,
136450,WHB01,6/23/2015 11:20,3.94,0.86,47.48,0.65,2.43,0.16,4.10,33.11,1.12,8.09,14.39,7.73,,22.19,0.18,14.87,1706.62,
136451,SBM0.2,6/23/2015 10:27,1.30,0.09,5.35,0.01,1.52,0.03,2.66,4.58,0.30,0.46,1.06,4.54,,2.50,0.09,13.26,1416.45,
136452,DCF03,6/23/2015 10:48,6.82,0.42,10.04,0.15,0.56,0.34,5.04,7.19,0.41,0.75,3.01,,,12.81,0.26,13.59,5601.32,
136583,BEF,6/29/2015 11:00,2.82,0.12,0.42,0.02,0.54,0.09,3.32,1.17,0.22,0.14,1.56,6.46,,2.50,0.10,4.43,,
136584,MCQ,6/27/2015 21:00,1.87,2.76,180.64,2.68,4.42,0.06,3.43,105.12,3.15,4.75,24.49,,-0.40,54.88,0.02,13.80,,
136585,MCQ,6/27/2015 22:00,1.80,2.85,186.34,2.79,4.70,0.06,3.48,108.02,3.63,4.93,25.79,,,58.55,0.01,10.25,,
136586,MCQ,6/27/2015 23:00,1.63,2.76,177.78,2.68,4.48,0.03,1.67,100.45,3.17,4.66,22.80,,1.60,65.54,0.01,12.70,,
136587,MCQ,6/28/2015 0:05,1.69,2.78,188.43,2.72,4.61,0.05,3.16,108.88,3.59,4.92,25.48,,,60.45,0.00,6.69,,
136588,MCQ,6/28/2015 1:00,4.61,2.18,151.66,2.05,3.71,0.12,2.55,91.46,3.39,3.78,21.36,,9.20,105.96,0.02,10.55,,
136589,MCQ,6/28/2015 2:00,2.94,2.54,176.46,2.43,4.30,0.10,3.38,104.00,3.39,4.49,23.87,,,86.32,0.02,13.52,,
136590,MCQ,6/28/2015 3:00,3.65,0.88,56.99,0.69,1.35,0.13,3.48,38.32,1.67,1.47,10.63,,27.60,103.24,0.09,16.85,,
136591,MCQ,6/28/2015 4:00,3.04,0.86,60.57,0.70,1.47,0.09,2.96,40.20,1.76,1.57,9.89,,,70.69,0.09,15.55,,
136592,MCQ,6/28/2015 5:00,2.82,0.96,73.89,0.82,1.79,0.10,3.64,47.37,1.85,2.02,12.24,,25.50,69.50,0.07,16.49,,
136593,MCQ,6/28/2015 6:00,3.20,0.95,74.45,0.79,1.80,0.12,3.64,47.72,2.80,2.00,12.49,,,48.46,0.11,12.91,,
136594,MCQ,6/28/2015 7:00,2.95,0.64,53.06,0.48,1.31,0.12,4.06,35.51,1.67,1.46,9.85,,42.50,49.33,0.11,20.30,,
136595,MCQ,6/28/2015 8:00,3.28,0.83,67.99,0.65,1.69,0.13,3.95,44.17,1.91,1.89,12.33,,,27.82,0.14,18.79,,
136596,MCQ,6/28/2015 9:00,2.99,0.49,40.63,0.32,0.98,0.12,4.10,27.68,1.29,1.06,7.36,,31.50,46.28,0.11,19.61,,
136597,MCQ,6/28/2015 10:00,3.87,0.69,57.23,0.49,1.44,0.16,4.04,38.12,1.72,1.60,10.68,,,46.28,0.15,21.79,,
136598,MCQ,6/28/2015 11:00,4.27,0.83,75.85,0.67,1.90,0.17,4.04,48.73,2.01,2.15,13.54,,23.00,49.16,0.11,22.91,,
136599,MCQ,6/28/2015 12:00,5.05,1.00,95.37,0.80,2.36,0.20,4.02,59.63,2.38,2.64,15.80,,,48.84,0.15,16.09,,
136600,MCQ,6/28/2015 13:00,4.61,1.04,96.76,0.87,2.34,0.19,4.03,60.42,2.36,2.67,15.26,,14.50,45.82,0.13,18.15,,
136601,MCQ,6/28/2015 14:00,4.64,1.13,113.64,1.08,2.74,0.18,3.81,67.19,2.70,3.07,18.56,,,47.68,0.00,17.49,,
136602,MCQ,6/28/2015 15:00,4.66,1.29,118.14,1.16,2.77,0.18,3.97,71.91,2.72,3.25,18.38,,6.80,48.78,0.08,16.96,,
136603,MCQ,6/28/2015 16:00,4.65,1.49,129.60,1.32,2.99,0.17,3.68,75.08,2.79,3.44,20.35,,,49.99,0.11,13.79,,
136604,MCQ,6/28/2015 17:00,4.30,1.49,127.16,1.35,2.91,0.17,4.06,76.67,2.77,3.50,19.42,,6.80,52.49,0.09,13.47,,
136605,MCQ,6/28/2015 18:00,4.32,1.59,134.19,1.46,3.07,0.15,3.58,80.62,2.88,3.62,19.96,,,58.61,0.07,16.21,,
136606,MCQ,6/28/2015 19:00,4.15,1.59,135.63,1.50,3.11,,,81.23,2.85,3.69,21.87,,,55.67,0.04,14.52,,
136673,LMP72,6/30/2015 13:43,6.34,0.36,30.71,0.11,1.26,0.30,4.73,20.76,1.13,1.88,10.28,6.96,3.94,17.67,0.23,6.60,1855.61,
136674,WHB01,6/30/2015 13:01,3.68,0.82,51.02,0.63,2.40,0.15,4.05,35.45,1.10,8.22,15.68,7.67,,27.41,0.16,16.54,1683.77,
136675,SBM0.2,6/30/2015 11:55,1.33,0.10,6.74,0.00,1.38,0.02,1.42,3.43,0.16,0.69,2.08,5.12,,2.50,0.10,2.00,4442.42,
136676,DCF03,6/30/2015 12:23,7.38,0.35,10.71,0.05,0.56,0.36,4.91,6.56,0.34,0.83,3.82,6.68,,7.47,0.29,8.68,1273.85,
136803,BDC0.30,7/2/2015 10:15,18.62,1.32,11.86,0.58,1.57,0.92,4.92,8.04,5.31,3.68,23.13,7.30,,44.98,0.70,187.78,,
136805,LMP72,7/7/2015 9:20,6.15,0.39,30.22,0.09,1.07,0.27,4.35,20.38,0.93,1.59,8.24,6.92,3.44,25.67,0.27,9.50,1462.38,
136806,WHB01,7/7/2015 10:19,2.57,0.86,54.60,0.72,2.57,0.10,3.94,36.63,1.36,7.68,14.00,7.76,,22.92,0.12,18.41,1479.07,
136807,SBM0.2,7/7/2015 11:26,1.31,0.12,6.87,0.00,1.30,0.04,3.10,3.19,0.13,0.64,1.92,5.05,,20.34,0.10,4.28,8967.85,
136808,DCF03,7/7/2015 10:55,7.41,0.40,11.67,0.11,0.55,0.37,4.99,7.36,0.33,0.98,4.33,6.63,,13.21,0.28,12.35,1413.72,
136817,HBF,7/9/2015 14:15,2.31,0.13,1.14,0.02,0.90,0.06,2.61,1.67,0.10,0.20,0.91,5.98,,2.50,0.12,6.54,597.23,
136818,HBF_Air,7/9/2015 14:30,,,,,,,,,,,,,,,,,602.46,
136822,LMP72,7/14/2015 10:56,6.25,0.53,31.33,0.12,1.25,0.24,3.80,20.26,1.25,1.68,9.03,7.04,2.39,26.33,0.38,7.50,,
136823,WHB01,7/14/2015 11:18,2.01,1.00,51.46,0.98,3.27,0.07,3.50,33.42,1.43,8.21,15.41,7.75,,9.82,0.02,10.18,,
136838,DCF03,7/14/2015 15:19,6.90,0.49,14.74,0.09,0.49,0.33,4.78,9.45,0.42,0.85,3.37,6.69,,9.78,0.39,15.46,2038.50,
136840,SBM0.2,7/14/2015 15:45,1.08,0.11,4.60,0.00,1.35,0.02,1.70,3.81,0.11,0.38,0.96,5.08,,2.50,0.10,7.07,,
136855,WHB_Air,7/14/2015 12:00,,,,,,,,,,,,,,,,,,
136950,DCF_Air,7/16/2015 11:15,,,,,,,,,,,,,,,,,,
136951,SBM_Air,7/16/2015 14:00,,,,,,,,,,,,,,,,,,
137000,MCQ,7/17/2015 12:00,2.21,3.02,191.76,2.72,4.80,,,113.65,3.40,4.79,24.05,,,241.14,0.05,8.33,,
137001,GOF,7/17/2015 12:00,3.85,0.38,21.84,0.20,1.07,0.15,3.90,12.28,0.91,0.95,5.79,,,19.06,0.16,8.84,,
137158,LMP72,7/21/2015 11:46,5.14,0.39,36.42,0.16,1.28,0.25,4.90,23.83,1.22,1.98,10.35,7.15,0.00,43.76,0.19,15.91,1194.47,
137159,WHB01,7/21/2015 11:26,1.71,1.11,53.32,1.08,3.35,0.09,5.52,36.13,1.36,8.81,11.92,7.74,,18.04,0.01,14.33,1231.99,
137160,SBM0.2,7/21/2015 10:21,1.08,0.08,6.78,0.02,1.28,0.02,1.68,3.74,0.14,0.51,1.56,5.05,,2.50,0.06,4.01,20341.35,
137161,DCF03,7/21/2015 10:54,6.93,0.48,13.08,0.18,0.54,0.36,5.23,8.86,0.39,0.94,3.75,6.72,,10.12,0.29,16.26,1287.23,
137304,LMP72,7/28/2015 9:42,5.26,0.54,41.09,0.26,1.47,0.19,3.67,25.83,1.48,2.18,10.79,7.21,2.53,29.34,0.24,7.92,1119.88,
137305,WHB01,7/28/2015 10:37,2.22,1.13,54.95,1.05,3.50,0.10,4.41,35.81,1.34,8.69,26.65,7.84,,14.15,0.06,12.58,1189.74,
137306,SBM0.2,7/28/2015 11:36,1.49,0.04,5.46,0.00,1.71,0.02,1.45,4.17,0.15,0.49,1.09,5.08,,5.74,0.03,9.80,22708.70,
137307,DCF03,7/28/2015 11:14,6.10,0.44,11.35,0.16,0.68,0.28,4.62,8.12,0.44,1.17,5.20,6.83,,7.91,0.27,13.35,1526.50,
137310,TPB,7/29/2015 10:00,3.19,0.16,2.28,0.01,0.70,0.19,6.09,1.83,0.31,0.35,1.50,,,20.15,0.13,2.00,,
137311,BEF,7/29/2015 14:45,1.51,2.13,0.60,0.04,0.60,0.06,4.14,1.79,0.34,0.20,2.24,,,2.50,2.08,4.08,,
137351,LMP72,8/4/2015 9:42,4.56,0.47,44.91,0.23,1.63,,,29.44,1.85,2.53,11.97,7.18,2.75,24.19,0.21,8.75,1658.60,
137352,WHB01,8/4/2015 10:28,1.86,1.14,44.48,1.08,3.77,,,30.81,1.54,7.93,12.18,7.72,,10.06,0.06,10.54,1494.35,
137353,SBM0.2,8/4/2015 11:25,1.21,0.11,4.83,0.03,1.85,,,4.48,0.27,0.70,1.86,5.09,,35.75,0.04,6.68,33457.23,
137354,DCF03,8/4/2015 11:03,7.18,0.43,6.86,0.19,1.09,,,5.97,0.71,0.84,3.29,6.70,,2.50,0.24,23.21,1549.02,
137420,BDC0.30,8/7/2015 10:50,,,27.43,5.24,10.54,,,14.73,8.19,7.10,54.27,,,21.51,,32.94,,
137421,LMP72,8/7/2015 11:30,,,45.78,0.19,1.68,,,28.00,1.71,2.41,13.00,,,24.85,,6.17,,
137422,SBM0.2,8/7/2015 11:25,,,,,,,,,,,,,,,,,,
137423,GOF,8/7/2015 13:15,,,22.46,0.16,1.26,,,14.83,0.93,1.04,6.26,,,18.25,,4.34,,
137424,MCQ,8/7/2015 12:15,,,173.95,2.92,4.68,,,97.62,2.89,4.51,25.57,,,70.10,,6.10,,
137428,WHB01,8/7/2015 14:06,,,48.44,1.20,3.73,,,32.13,1.31,8.01,29.64,,,2.50,,13.96,,
137438,LMP72,8/11/2015 10:05,4.39,0.41,45.57,0.18,1.68,0.17,3.82,28.92,1.92,2.64,13.61,7.06,3.16,29.80,0.21,5.77,2334.36,
137439,WHB01,8/11/2015 10:23,2.69,1.27,41.29,1.24,3.57,0.07,2.76,28.74,1.49,7.22,24.18,7.56,,18.91,0.01,25.85,1657.27,
137454,DCF03,8/11/2015 13:27,5.42,0.48,9.77,0.24,0.87,0.23,4.29,7.76,0.83,0.81,3.43,6.78,,5.14,0.24,15.85,1636.63,
137456,SBM0.2,8/11/2015 13:59,12.10,0.60,4.23,0.07,2.50,0.32,2.67,3.39,1.53,0.65,1.96,5.39,,168.91,0.36,,5522.05,
137933,BDC0.30,8/12/2015 11:45,2.21,5.58,27.11,5.22,9.59,0.09,4.15,14.41,8.45,7.02,31.86,7.75,,33.62,0.32,55.92,,
137958,BDC0.30,8/12/2015 12:27,2.42,,27.77,,9.68,,,14.84,9.48,7.12,27.38,,,22.55,,38.05,,
137988,MCQ,8/17/2015 12:15,,,,,,,,,,,,,,,,,,
137989,GOF,8/17/2015 13:15,,,,,,,,,,,,,,,,,,
138341,HBF,9/1/2015 13:00,2.13,0.13,0.88,0.02,1.18,,,2.07,0.12,0.34,1.35,6.37,,2.50,0.11,9.49,,
138342,HBF_Air,9/1/2015 13:00,,,,,,,,,,,,,,,,,,
