"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-0.43340030860817","-1.75571130346986","-12.4873537996845","-12.836465532774","-89.7963250272568","-3.46444124104689","-0.540843440567143","-4.9853373979979","-9.65824463558493","-159.380133428218","-5.11707713378028"
"1st Qu.","-0.430356031644011","-1.54568161524835","-10.4597592927979","-10.4338239297492","-60.2968745649433","-2.89038858831715","-0.461727822776754","-4.33268027636231","-7.69442537984239","-88.9926967625696","-4.86562536655075"
"Median","-0.429842515390382","-1.49692014121434","-9.78020880219399","-8.33378596083185","-50.678944943765","-2.52783501880682","-0.420064018561335","-4.08449134518682","-7.14012503130455","-83.1339570914306","-4.75554784342148"
"Mean","-0.429004776140427","-1.4948914801072","-9.65486129975782","-8.89493688366836","-53.6321353384236","-2.58341885279444","-0.423867366432357","-4.02576462092962","-6.97540455903068","-84.0238664312882","-4.77745825111375"
"3rd Qu.","-0.427389656926435","-1.44176733233824","-8.96729139105917","-7.61891505774631","-45.1524305679044","-2.26801747887645","-0.385311218331356","-3.81815316295949","-6.00474574380204","-66.0606024240841","-4.68285273272495"
"Max.","-0.424130342855418","-1.34923475187757","-5.98687982669117","-5.07449802796716","-32.9438408205331","-1.86585450629748","-0.315180042152401","-3.00489671138303","-4.56769734747425","-55.5049464527931","-4.48161574494255"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
