"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","-0.404061736434255","0.467936627500181","-0.92968891201418","-0.101502576562984","-4.47299895469646","-0.333223694114504","-2.52452509098201","-8.23128263523005","-5.75504460197548","-1.41080226038244","-83.5693928913114"
"1st Qu.","-0.400317239135328","0.469785859679263","-0.825962743321273","-0.0890002974224899","-4.18609347639022","-0.298047356481522","-2.19155602112165","-7.7978935295658","-4.50181217131539","-1.28491036354592","-79.2874045985125"
"Median","-0.399404487107188","0.470410691474816","-0.763056617155521","-0.0866549184098478","-4.01986392471307","-0.286970012608526","-2.01754220872636","-7.54457299755446","-3.99255681949948","-1.23923167569187","-77.3230430773285"
"Mean","-0.398925666317477","0.470420166641661","-0.770992813955155","-0.0869233776162279","-4.00158128772587","-0.285776004273237","-2.04753243112008","-7.61176826062837","-4.07977580584979","-1.25570507766579","-77.2860706186577"
"3rd Qu.","-0.397232365560583","0.471154245002797","-0.716775741844258","-0.0836303690861154","-3.81540366611119","-0.274178292168012","-1.88738945633052","-7.41410190778872","-3.6038764454066","-1.21397513741849","-76.3969517781421"
"Max.","-0.394059396557686","0.472562690567765","-0.633747363528748","-0.0746646347594375","-3.66985119658746","-0.243416133331416","-1.61775061873833","-7.22647118745554","-3.23902883112445","-1.17352401358923","-68.3664630695191"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
