"","Cl","NO3","SO4","Na","K","Mg","Ca","NH4","DON","PO4","DOC"
"Min.","0.00897096815420129","-0.235580858440616","-2.27454527916893","0.0781994984534033","-6.28015297407807","-33.9308775537993","-2.46049123131614","-7.564932610406","-4.34122135769011","-12.1536896147647","-0.618067528428599"
"1st Qu.","0.0160208533791537","-0.165404796046926","-1.97114846173805","0.0923147304728093","-6.03819228896901","-31.1071185955957","-2.32628905765657","-7.09603866873806","-3.6243440533452","-9.56404173209608","-0.4636362989931"
"Median","0.0208250639929615","-0.147859291662307","-1.77875589467821","0.0966990260365007","-5.69334947858149","-30.1532656676738","-2.17413851654864","-6.84205516150384","-3.53459822529219","-8.85079570496369","-0.425835355236901"
"Mean","0.0222170821369371","-0.147800152914272","-1.79143021332005","0.0960665158208198","-5.73522191717538","-29.8240703426706","-2.20441286548573","-6.86487520518838","-3.53547834177471","-8.74511022037204","-0.437314181900268"
"3rd Qu.","0.0280183681581305","-0.123956720046658","-1.61427027821736","0.100328646650474","-5.51556674184636","-28.0793888366769","-2.09000749171471","-6.59244809950889","-3.39870200527249","-8.14557617416623","-0.375124587912781"
"Max.","0.0406713200861106","-0.0895524431371368","-1.38734801245567","0.110706696694999","-5.06303887340932","-25.7784428826425","-1.87438148346205","-6.29275860872384","-2.90813896915825","-5.829004442568","-0.323717789914792"
"type","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric","numeric"
